"Borough.Code","Block.Number","Lot.Number","Tax.Year","Owner.Name","Property.Address","Granted.Reduction.Amount","Tax.Class.Code","FULLVAL","tax_saved","percent_red","boroughs"
4,11136,23,2018,"NYTAL MANAGEMENT","113-02 SPRINGFIELD BL",148250,"4",2385000,15587.005,0.0621593291404612,"Queens"
2,3030,1,2018,"PINAK PROPERTIES CORP","2102 WEBSTER AVENUE",31950,"4",571000,3359.223,0.055954465849387,"Bronx"
1,894,1710,2018,"LOUIS NARDONE","155 EAST 38 STREET",48748,"4",459441,5125.36472,0.10610285107337,"Manhattan"
1,642,12,2018,"110-114 HORATIO II LL","108 HORATIO STREET",0,"2",8778000,0,0,"Manhattan"
3,153,15,2018,"350 FULTON REALTY LLC","350 FULTON STREET",73900,"4",4942000,7769.846,0.0149534601375961,"Brooklyn"
3,3153,50,2018,"FIB ENTERPRISES INC","15 GEORGE STREET",9300,"4",144000,977.802,0.0645833333333333,"Brooklyn"
3,8108,6,2018,"BRIAD WENCO, L.L.C.","9001 DITMAS AVENUE",205200,"4",2590000,21574.728,0.0792277992277992,"Brooklyn"
1,79,1222,2018,"BEWAY REALTY LLC","130 FULTON STREET",190025,"4",3607306,19979.2285,0.0526778155221653,"Manhattan"
1,1144,20,2018,"M & N 72 LLC","131 WEST 72 STREET",76850,"4",3373000,8080.009,0.0227838719241032,"Manhattan"
3,4655,25,2018,"790 UTICA AVENUE CORP","780 UTICA AVENUE",21000,"4",340000,2207.94,0.0617647058823529,"Brooklyn"
4,4032,40,2018,"EDGEWATER INDUSTRIAL","111-19 13 AVENUE",0,"4",1976000,0,0,"Queens"
3,164,13,2018,"LIV LONG PROPERTIES","166 LIVINGSTON STREET",1120450,"4",10881000,117804.113,0.102973072327911,"Brooklyn"
1,594,115,2018,"CE RENWICK LLC","503 CANAL STREET",0,"4",63864000,0,0,"Manhattan"
3,8692,19,2018,"702 BRIGHTON BEACH AV","702 BRIGHTON BEACH AV",2018000,"4",22240000,212172.52,0.0907374100719424,"Brooklyn"
2,4132,39,2018,"SCI FUNERAL SERVICES","1121 MORRIS PARK AVEN",184850,"4",1533000,19435.129,0.12058056099152,"Bronx"
1,1982,5,2018,"CHOSEN REALTY CORP.","543 WEST 125 STREET",121950,"2",2713000,15380.334,0.0449502395871729,"Manhattan"
2,5130,30,2018,"BALDWIN-ENDICO REALTY","4825 BALDWIN STREET",79600,"4",2028000,8369.144,0.0392504930966469,"Bronx"
5,5433,1,2018,"LAWRENCE BURKETT","24 GIFFORDS LANE",7800,"4",184000,820.092,0.0423913043478261,"Staten Island"
3,1483,1,2018,"ALL BORO MANAGEMENT C","87 RALPH AVENUE",43950,"2",1231000,5542.974,0.0357026807473599,"Brooklyn"
2,3284,39,2018,"2833 DECATUR AVENUE L","2833 DECATUR AVENUE",226750,"2",2615000,28597.71,0.0867112810707457,"Bronx"
3,1176,47,2018,"375 LINCOLN PLACE OWN","375 LINCOLN PLACE",256750,"2",5495000,32381.31,0.0467242948134668,"Brooklyn"
2,3280,52,2018,"JOHN P. O'BOYLE, LLC","2971 WEBSTER AVENUE",111400,"4",992000,11712.596,0.112298387096774,"Bronx"
3,2805,17,2018,"E & J CAPUTO, LLC","850 MEEKER AVENUE",51650,"4",1037000,5430.481,0.0498071359691418,"Brooklyn"
1,1262,20,2018,"37 WEST 46 ST. REALTY","37 WEST 46 STREET",226450,"4",3681000,23808.953,0.0615186090736213,"Manhattan"
1,771,14,2018,"239-243-247 W. 21 REA","247 WEST 21 STREET",238350,"2",9863000,30060.702,0.02416607523066,"Manhattan"
3,2979,164,2018,"110 SCOTT AVE PROP LL","110 SCOTT AVENUE",131250,"4",1125000,13799.625,0.116666666666667,"Brooklyn"
4,3494,12,2018,"VENEZIANO CRESCENZO","63-03 FOREST AVENUE",17250,"4",185000,1813.665,0.0932432432432432,"Queens"
1,1058,3,2018,"690 TENTH AVE. REALTY","690 10 AVENUE",44380,"2",1489000,5597.2056,0.0298052384150437,"Manhattan"
1,560,1203,2018,"60 E. 9TH ST. OWNERS","60 EAST 9 STREET",2313810,"2",29709000,291817.7172,0.0778824598606483,"Manhattan"
1,697,42,2018,"WEST CHELSEA BUILDING","508 WEST 26 STREET",1147950,"4",22851000,120695.463,0.0502363135092556,"Manhattan"
1,1251,1023,2018,"LOIS MCCARTHY","190 RIVERSIDE DRIVE",286118,"2",1324706,36085.20216,0.215986037656657,"Manhattan"
3,7224,50,2018,"LINCOLN CO-OPERATIVE","2531 EAST 7 STREET",558990,"2",9163000,70499.8188,0.0610051293244571,"Brooklyn"
2,2327,16,2018,"CASTLE HILL MGT LLC","356 COURTLANDT AVENUE",5150,"4",169000,541.471,0.0304733727810651,"Bronx"
1,1552,21,2018,"333 E. 89 REALTY LLC","333 EAST 89 STREET",162750,"2",5455000,20526.03,0.0298350137488543,"Manhattan"
1,573,1005,2018,"GREENWICH VILLAGE FIS","422 AVENUE OF THE AME",428450,"4",9841000,45047.233,0.043537242150188,"Manhattan"
1,1261,1102,2018,"10 WEST 46 CONDOMINIU","10 WEST 46 STREET",75508,"4",1409285,7938.91112,0.0535789425134022,"Manhattan"
4,12700,20,2018,"STANLEY PETERS","122-20 MONTAUK STREET",7600,"4",288000,799.064,0.0263888888888889,"Queens"
4,782,27,2018,"KAISER WILHELM LLC","22-62 45 STREET",26650,"4",1077000,2801.981,0.024744661095636,"Queens"
1,555,124,2018,"ELK MAS 90 EAST 10TH","90 EAST 10 STREET",103250,"4",2785000,10855.705,0.0370736086175943,"Manhattan"
1,606,4,2018,"18-20 L.L.C.","18 GREENWICH AVENUE",84400,"4",4632000,8873.816,0.0182210708117444,"Manhattan"
4,1284,55,2018,"AD40 LLC","37-38 74 STREET",694600,"4",10988000,73030.244,0.0632144157262468,"Queens"
2,4011,152,2018,"MARRICCO FAMILY LIMIT","AMETHYST STREET",0,"4",452000,0,0,"Bronx"
5,3327,56,2018,"PAROLISI FAMILY PARTN","1465 HYLAN BOULEVARD",44050,"4",329000,4631.417,0.133890577507599,"Staten Island"
1,1277,1012,2018,"509 FIFTH RETAIL LLC","509 5 AVENUE",1541950,"4",21571000,162120.623,0.0714825460108479,"Manhattan"
4,1470,49,2018,"PETWIL VI INC.","37-59 82 STREET",93700,"4",1986000,9851.618,0.0471802618328298,"Queens"
1,1361,32,2018,"ONE BEEKMAN PLACE, IN","5 BEEKMAN PLACE",0,"2",1475000,0,0,"Manhattan"
2,3794,120,2018,"POM REALTY HOLDINGS I","1908 EAST 177 STREET",45800,"4",724000,4815.412,0.0632596685082873,"Bronx"
1,817,1202,2018,"35 XV CONDOMINIUM","35 WEST 15 STREET",24402,"2",357703,3077.58024,0.0682186059384461,"Manhattan"
1,1138,53,2018,"TOULAINE OWNERS CORP.","130 WEST 67 STREET",1050350,"2",51223000,132470.142,0.0205054370107178,"Manhattan"
3,2495,42,2018,"MANHATTAN AVENUE ASSO","1085 MANHATTAN AVENUE",79490,"2",1492000,10025.2788,0.0532774798927614,"Brooklyn"
3,1763,1201,2018,"197 SPENCER STREET CO","197 SPENCER STREET",14067,"2",232463,1774.13004,0.0605128558093116,"Brooklyn"
1,565,15,2018,"841-853 BROADWAY ASSO","849 BROADWAY",2769700,"4",116266000,291206.258,0.0238220976037707,"Manhattan"
1,389,7,2018,"105 AVENUE B, LLC","105 AVENUE B",130800,"2",3108000,16496.496,0.0420849420849421,"Manhattan"
1,872,50,2018,"R.A.S. REALTY LLC","140 EAST 17 STREET",255000,"2",7260000,32160.6,0.0351239669421488,"Manhattan"
1,1186,1,2018,"50 RIVERSIDE TENANTS","329 WEST 77 STREET",1054450,"2",47379000,132987.234,0.0222556406846915,"Manhattan"
1,878,47,2018,"BLERU REALTY CORP.","156 EAST 23 STREET",109550,"4",1259000,11518.087,0.0870135027799841,"Manhattan"
1,9,29,2018,"THE STATE - WHITEHALL","24 STATE STREET",9528500,"4",181730000,1001826.49,0.0524321796071094,"Manhattan"
5,4199,1,2018,"JOSEPH LAFORTE","31 NEW DORP PLAZA",68250,"4",1165000,7175.805,0.0585836909871245,"Staten Island"
3,6332,4,2018,"JOAN JULIANO","8413 18 AVENUE",7400,"4",172000,778.036,0.0430232558139535,"Brooklyn"
1,847,24,2018,"MACINTYRE BUILDING CO","874 BROADWAY",1692700,"2",15930000,213483.324,0.106258631512869,"Manhattan"
1,544,1101,2018,"ASTOR RETAIL ASSOCIAT","443 LAFAYETTE STREET",2334850,"4",29633000,245486.129,0.0787922248844194,"Manhattan"
5,2786,110,2018,"16 SHENANDOAH AVENUE,","16 SHENANDOAH AVENUE",72950,"4",1051000,7669.963,0.0694100856327307,"Staten Island"
4,9358,19,2018,"COMMERCE COURT HOLDIN","130-30 90 AVENUE",93500,"4",7e+05,9830.59,0.133571428571429,"Queens"
1,629,1303,2018,"THE BANK BUILDING CON","77 8 AVENUE",46474,"2",658427,5861.30088,0.0705833752261071,"Manhattan"
1,884,67,2018,"134 LEXINGTON LLC","134 LEXINGTON AVENUE",17750,"4",1015000,1866.235,0.017487684729064,"Manhattan"
1,1952,37,2018,"305 WEST HOLDING CORP","304 WEST 126 STREET",43700,"4",286000,4594.618,0.152797202797203,"Manhattan"
4,663,3,2018,"STEINWAY 28 REALTY LL","28-45 STEINWAY STREET",26400,"4",872000,2775.696,0.0302752293577982,"Queens"
1,1316,30,2018,"43 & 2 PROPERTY CO. L","801 2 AVENUE",543700,"4",40386000,57164.618,0.0134625860446689,"Manhattan"
1,1331,127,2018,"248 ASSOCIATES NY, IN","248 EAST 58 STREET",110100,"4",2578000,11575.914,0.0427075252133437,"Manhattan"
4,6205,1,2018,"202-15 APARTMENTS COR","202-15 42 AVENUE",107400,"2",2872000,13545.288,0.0373955431754875,"Queens"
1,832,41,2018,"286 FIFTH REALTY CORP","286 5 AVENUE",1004800,"4",13844000,105644.672,0.0725801791389772,"Manhattan"
1,824,46,2018,"ANDEAN, LLC","12 WEST 23 STREET",287550,"4",6339000,30233.007,0.0453620444865121,"Manhattan"
1,2180,15,2018,"WEST 183RD STREET LLC","730 WEST 183 STREET",338550,"2",5219000,42697.926,0.0648687488024526,"Manhattan"
3,1014,48,2018,"JOVIN II LLC","486 3 AVENUE",44230,"2",1375000,5578.2876,0.0321672727272727,"Brooklyn"
1,1493,14,2018,"SCI FUNERAL SERVICES","1076 MADISON AVENUE",130900,"4",7402000,13762.826,0.0176844096190219,"Manhattan"
4,1476,1,2018,"ELMHURST WOODSIDE LLC","88-02 37 AVENUE",316475,"2",10582000,39913.827,0.0299069174069174,"Queens"
4,5275,1,2018,"KINGSLAND ASSOCIATES","156-10 NORTHERN BOULE",329900,"4",19622000,34685.686,0.0168127611864234,"Queens"
4,9909,1,2018,"BILL  WOLF PETROLEUM","187-11 JAMAICA AVENUE",70500,"4",890000,7412.37,0.0792134831460674,"Queens"
3,2756,33,2018,"565-571 METROPOLITAN","571 METROPOLITAN AVEN",17300,"4",994000,1818.922,0.0174044265593561,"Brooklyn"
4,12258,18,2018,"GOLDSTEIN BROS REALTY","153 STREET",0,"4",526000,0,0,"Queens"
4,3321,1001,2018,"THE SOMERSET CONDOMIN","83-85 116 STREET",4552,"2",96722,574.09824,0.0470627158247348,"Queens"
4,4115,30,2018,"ALEDON HOLDINGS, LLC","15-18 130 STREET",58750,"4",975000,6176.975,0.0602564102564103,"Queens"
1,1284,71,2018,"605 FIFTH PROPERTY OW","605 5 AVENUE",614500,"4",18810000,64608.53,0.032668793195109,"Manhattan"
3,5545,47,2018,"1653 REALTY LLC","1691 65 STREET",252800,"2",3604000,31883.136,0.0701442841287458,"Brooklyn"
1,1042,1101,2018,"310 W. 52ND ST. CONDO","310 WEST 52 STREET",65318,"2",1012556,8237.90616,0.0645080370863439,"Manhattan"
2,2426,17,2018,"1149 WEBSTER REALTY C","1147 WEBSTER AVENUE",159100,"4",2298000,16727.774,0.0692341166231506,"Bronx"
4,4591,66,2018,"LE HAVRE OWNERS CORP.","11-01 162 STREET",0,"2",3155000,0,0,"Queens"
3,2012,32,2018,"DIANA REALTY LLC","894 FULTON STREET",163400,"4",2832000,17179.876,0.0576977401129943,"Brooklyn"
3,2029,31,2018,"CUMBERLAND REALTY HOL","18 CUMBERLAND STREET",776300,"4",5154000,81620.182,0.150620876988747,"Brooklyn"
3,5064,17,2018,"ELIAV REALTY INC.","741 FLATBUSH AVENUE",185000,"4",2300000,19450.9,0.0804347826086956,"Brooklyn"
2,5709,1001,2018,"SYCAMORE COURT APARTM","3050 CORLEAR AVENUE",250820,"2",7056000,31633.4184,0.035547052154195,"Bronx"
2,4004,17,2018,"SINGELYN ENTERPRISES","1101 EAST TREMONT AVE",53400,"4",1452000,5614.476,0.0367768595041322,"Bronx"
3,2842,40,2018,"DIVISION PLACE REALTY","73 DIVISION PLACE",5350,"4",123000,562.499,0.0434959349593496,"Brooklyn"
1,1349,2,2018,"1068 2ND AVE. LLC","1068 2 AVENUE",28550,"4",2241000,3001.747,0.012739848282017,"Manhattan"
3,7798,57,2018,"HMMS REALTY CO. LLC","1817 UTICA AVENUE",80100,"4",778000,8421.714,0.102956298200514,"Brooklyn"
3,7353,62,2018,"ALEX RABICHEV","2583 OCEAN AVENUE",48000,"4",940000,5046.72,0.051063829787234,"Brooklyn"
4,5024,19,2018,"JC FLUSHING LLC","144-20 38 AVENUE",385600,"2",7968000,48631.872,0.0483935742971888,"Queens"
1,914,10,2018,"DENMARK 33RD LLC","217 EAST 33 STREET",96850,"2",5131000,12214.722,0.0188754628727344,"Manhattan"
1,1393,46,2018,"MEMORIAL LIBRARY AND","58 EAST 79 STREET",367600,"4",6928000,38649.464,0.0530600461893764,"Manhattan"
3,3660,9,2018,"CITIBANK, N.A.","80 JAMAICA AVENUE",217650,"4",3377000,22883.721,0.0644506958839206,"Brooklyn"
1,1246,39,2018,"MIMOSA EQUITIES CORP.","310 WEST 85 STREET",200650,"2",7827000,25305.978,0.0256356202887441,"Manhattan"
3,7947,28,2018,"PARRELLA REALTY LLC","885 EAST 51 STREET",32850,"4",873000,3453.849,0.0376288659793814,"Brooklyn"
1,2235,20,2018,"BROADWAY 2017 REALTY","610 WEST 207 STREET",634450,"4",9121000,66706.073,0.0695592588531959,"Manhattan"
1,1270,17,2018,"REGENT HOUSE TENANTS","25 WEST 54 STREET",745300,"2",21880000,93997.236,0.034063071297989,"Manhattan"
1,921,16,2018,"327 E. 14TH REALTY CO","327 EAST 14 STREET",36800,"2",1404000,4641.216,0.0262108262108262,"Manhattan"
4,2144,20,2018,"GROSVENOR MANOR OWNER","105-55 62 DRIVE",205800,"2",6124000,25955.496,0.0336054866100588,"Queens"
1,1988,117,2018,"512-514 REALTY LLC","512 WEST 136 STREET",359100,"2",3078000,45289.692,0.116666666666667,"Manhattan"
1,584,39,2018,"33-35 MORTON REALTY L","33 MORTON STREET",36000,"2",1980000,4540.32,0.0181818181818182,"Manhattan"
5,185,101,2018,"CADDELL DRY DOCK & RE","RICHMOND TERRACE",0,"4",491000,0,0,"Staten Island"
1,1198,1201,2018,"THE PARK 84 CONDOMINI","55 WEST 84 STREET",5492,"2",164918,692.65104,0.0333013982706557,"Manhattan"
3,5102,46,2018,"S & A REALTY ASSOCIAT","948 FLATBUSH AVENUE",43850,"4",933000,4610.389,0.0469989281886388,"Brooklyn"
3,6721,1001,2018,"1494 OCEAN PROFESSION","1494 OCEAN AVENUE",7827,"4",102317,822.93078,0.0764975517264971,"Brooklyn"
1,915,1201,2018,"NEURO REAL ESTATE, LL","225 EAST 34 STREET",692000,"4",8560000,72756.88,0.0808411214953271,"Manhattan"
4,1224,7,2018,"EPOMONEY REALTY LLC","53-19 WOODSIDE AVENUE",15300,"4",433000,1608.642,0.0353348729792148,"Queens"
4,1404,45,2018,"MICHAEL OLIVIERI","31-55 92 STREET",28350,"4",381000,2980.719,0.0744094488188976,"Queens"
2,3513,44,2018,"VERIZON NEW YORK INC.","480 ZEREGA AVENUE",0,"4",85000,0,0,"Bronx"
3,919,1,2018,"SUNSET HOME ASSOCIATI","4015 7 AVENUE",593000,"2",2840000,74789.16,0.208802816901408,"Brooklyn"
3,247,19,2018,"51 REMSEN STREET CORP","7 MONTAGUE TERRACE",133250,"2",1985000,16805.49,0.0671284634760705,"Brooklyn"
1,867,29,2018,"29 EAST 37 STREET REA","29 EAST 37 STREET",85370,"2",1786000,10766.8644,0.0477995520716685,"Manhattan"
1,409,27,2018,"DDCM BROOME REALTY LL","248 BROOME STREET",207600,"2",4628000,26182.512,0.04485738980121,"Manhattan"
1,1654,4,2018,"MORTIEN RLTY CP","1889 3 AVENUE",33000,"4",660000,3469.62,0.05,"Manhattan"
4,1470,56,2018,"FAIR ASSOCIATES GROUP","37-41 82 STREET",534050,"4",5909000,56150.017,0.0903790827551193,"Queens"
4,1872,25,2018,"40-30 REALTY GROUP, L","56-10 94 STREET",141900,"2",9482000,17896.428,0.0149651972157773,"Queens"
1,1410,9,2018,"111 TENANTS CORP.","111 EAST 75 STREET",319200,"2",9876000,40257.504,0.0323207776427704,"Manhattan"
1,1169,57,2018,"MARK SCHARFMAN","2191 BROADWAY",288500,"2",20530000,36385.62,0.0140526059425231,"Manhattan"
1,348,25,2018,"93 CLINTON, LLC","93 CLINTON STREET",93300,"2",2874000,11766.996,0.0324634655532359,"Manhattan"
1,1320,4001,2018,"EAST 46TH PARKING, LL","211 EAST 46 STREET",307331,"4",6905179,32312.78134,0.0445073183475765,"Manhattan"
1,846,57,2018,"JAISI REALTY CORP.","865 BROADWAY",337900,"4",7862000,35526.806,0.0429788857796998,"Manhattan"
1,1510,53,2018,"LEX. ASSOCIATES, LLC","1201 LEXINGTON AVENUE",44000,"2",3120000,5549.28,0.0141025641025641,"Manhattan"
1,712,29,2018,"401 WEST 14TH STREET","47 9 AVENUE",1825150,"4",79567000,191896.271,0.0229385297925019,"Manhattan"
4,10587,49,2018,"ROSENTHAL REALTY CO.","211-14 HILLSIDE AVENU",65750,"4",1535000,6912.955,0.0428338762214984,"Queens"
4,9027,11,2018,"EQUITY ONE (NORTHEAST","90-02A ATLANTIC AVENU",0,"4",6268000,0,0,"Queens"
3,1173,49,2018,"SANFORD NAGER REALTY","790 WASHINGTON AVENUE",177391,"2",2173000,22372.55292,0.0816341463414634,"Brooklyn"
1,832,32,2018,"EMPIRE STATE LOFTS LI","11 WEST 30 STREET",452600,"2",14828000,57081.912,0.030523334232533,"Manhattan"
4,10823,24,2018,"BILL  WOLF PETROLEUM","195-02 JAMAICA AVENUE",76700,"4",806000,8064.238,0.0951612903225806,"Queens"
3,1147,21,2018,"768 BERGEN LLC","768 BERGEN STREET",137100,"4",2898000,14414.694,0.0473084886128364,"Brooklyn"
4,5323,215,2018,"171 STATION ROAD, LLC","171-27 STATION ROAD",93300,"4",1654000,9809.562,0.0564087061668682,"Queens"
1,576,1505,2018,"G FAMILY HOLDINGS LLC","59 WEST 12 STREET",39150,"4",887000,4116.231,0.0441375422773393,"Manhattan"
4,4128,1,2018,"ALF PROPRIETA, LLC","18-53 COLLEGE POINT B",29700,"4",526000,3122.658,0.0564638783269962,"Queens"
3,5018,50,2018,"JJD TROY LLC","1476 TROY AVENUE",126800,"4",1304000,13331.752,0.097239263803681,"Brooklyn"
1,348,45,2018,"HA-LLIVIS NEW YORK RE","84 CLINTON STREET",153350,"2",2063000,19340.502,0.0743334949103248,"Manhattan"
1,1424,1,2018,"201 EAST 69 LLC","201 EAST 69 STREET",3322900,"2",115622000,419084.148,0.0287393402639636,"Manhattan"
1,818,66,2018,"EDMAL REALTY COMPANY","26 WEST 17 STREET",1699200,"4",32896000,178653.888,0.0516536964980545,"Manhattan"
1,850,62,2018,"20 EAST 22ND STREET L","20 EAST 22 STREET",112200,"2",3916000,14150.664,0.0286516853932584,"Manhattan"
2,2439,59,2018,"BK EAST 169TH STREET","1259 COLLEGE AVENUE",38250,"2",1145000,4824.09,0.0334061135371179,"Bronx"
4,5025,50,2018,"BUCKINGHAM ASSOC., LL","144-67 41 AVENUE",478400,"2",14952000,60335.808,0.0319957196361691,"Queens"
4,5018,4,2018,"MARTIN A. GLEASON FUN","149 PLACE",105750,"4",1035000,11118.555,0.102173913043478,"Queens"
1,1276,23,2018,"299 MADISON HOTEL LLC","299 MADISON AVENUE",910700,"4",25046000,95750.998,0.0363610955841252,"Manhattan"
4,10151,15,2018,"163-30 JAMAICA REALTY","163-30 JAMAICA AVENUE",128100,"4",2688000,13468.434,0.04765625,"Queens"
1,894,6,2018,"PARK EAST OWNERS CORP","105 EAST 38 STREET",107780,"2",5518000,13593.2136,0.0195324392895977,"Manhattan"
1,1341,1201,2018,"THE CONTINENTAL CONDO","321 EAST 48 STREET",0,"4",335002,0,0,"Manhattan"
3,4521,10,2018,"SIT REALTY LLC","654 BERRIMAN STREET",0,"4",103000,0,0,"Brooklyn"
1,304,2,2018,"97 BOWERY REALTY CORP","97 BOWERY",154300,"4",3554000,16223.102,0.0434158694428813,"Manhattan"
1,1312,40,2018,"L&M MOHAWK, LLC","968 3 AVENUE",745300,"4",12434000,78360.842,0.0599404857648383,"Manhattan"
1,1392,26,2018,"EAST WEST RENOVATING","57 EAST 77 STREET",28850,"2",2513000,3638.562,0.0114803024273776,"Manhattan"
1,1309,8,2018,"LINMAR L.P.","125 EAST 54 STREET",803600,"2",24008000,101350.032,0.0334721759413529,"Manhattan"
1,2222,29,2018,"POST 118 LLC","118 POST AVENUE",199950,"2",5111000,25217.694,0.0391215026413618,"Manhattan"
1,1121,2,2018,"AIMCO COLUMBUS AVENUE","75 WEST 68 STREET",175150,"2",4247000,22089.918,0.0412408759124088,"Manhattan"
1,1323,47,2018,"805 3RD NEW YORK LLC","805 3 AVENUE",2325050,"4",177389000,244455.757,0.0131070697732103,"Manhattan"
1,232,3,2018,"440 BROADWAY REALTY A","440 BROADWAY",366850,"4",8993000,38570.609,0.0407928388746803,"Manhattan"
4,5334,17,2018,"41-02 162 LLC","41-02 162 STREET",231150,"4",2147000,24303.111,0.107661853749418,"Queens"
4,9113,64,2018,"ALVA PARTNERSHIP","ROCKAWAY BOULEVARD",0,"4",138000,0,0,"Queens"
3,7218,59,2018,"WEDGEWOOD HALL OWNERS","2580 OCEAN PARKWAY",615700,"2",9146000,77652.084,0.0673190465777389,"Brooklyn"
3,1472,20,2018,"1880 STERLING PLACE L","1880 STERLING PLACE",52000,"4",460000,5467.28,0.11304347826087,"Brooklyn"
3,5348,68,2018,"1413 38TH LLC","1413 38 STREET",138350,"4",4263000,14546.119,0.0324536711236219,"Brooklyn"
4,10592,150,2018,"CUNNINGHAM ASSOCIATES","210-10 GRAND CENTRAL",2591800,"2",19404000,326877.816,0.133570397856112,"Queens"
3,2662,14,2018,"V & M BUZZETTA REALTY","82 APOLLO STREET",18285,"4",299000,1922.4849,0.0611538461538462,"Brooklyn"
1,498,1,2018,"PRINCELEM LLC AND NEW","92 PRINCE STREET",1148300,"4",24374000,120732.262,0.0471116763764667,"Manhattan"
1,746,62,2018,"SOUTHWEST PROPERTIES","336 WEST 23 STREET",533050,"4",4029000,56044.877,0.132303301067262,"Manhattan"
1,437,36,2018,"433 EAST NINTH LLC","433 EAST 9 STREET",24750,"2",1655000,3121.47,0.0149546827794562,"Manhattan"
3,7441,231,2018,"2600 EAST 21ST STREET","2600 EAST 21 STREET",247600,"2",4508000,31227.312,0.054924578527063,"Brooklyn"
1,885,51,2018,"WILARD REALTY CO.","150 EAST 30 STREET",168850,"2",7153000,21295.362,0.0236054802180903,"Manhattan"
3,660,54,2018,"SHPEND MARKU","147 28 STREET",42850,"4",688000,4505.249,0.062281976744186,"Brooklyn"
3,8528,59,2018,"FRANK LOGOZZO AND CAR","2376 FLATBUSH AVENUE",49000,"4",820000,5151.86,0.0597560975609756,"Brooklyn"
1,444,39,2018,"ATIAS ENTERPRISES INC","39 1 AVENUE",142700,"2",2706000,17997.324,0.0527346637102735,"Manhattan"
4,576,5,2018,"25-31 30TH ROAD REALT","25-31 30 ROAD",116450,"2",4281000,14686.674,0.027201588413922,"Queens"
1,150,31,2018,"299 BROADWAY, L.L.C.","299 BROADWAY",1154300,"4",62474000,121363.102,0.0184764862182668,"Manhattan"
1,838,1006,2018,"THE RESIDENCES AT 400","400 5 AVENUE",24015,"2",424509,3028.7718,0.0565712387723228,"Manhattan"
3,1925,1,2018,"CLINTON HILL LOFTS I","227 TAAFFE PLACE",467350,"2",14883000,58942.182,0.0314015991399583,"Brooklyn"
1,770,70,2018,"256 WEST 21ST OWNERS","256 WEST 21 STREET",247350,"2",6083000,31195.782,0.0406625020549071,"Manhattan"
1,1336,1102,2018,"SECOND 820 OWNER LLC,","820 2 AVENUE",366600,"4",5548000,38544.324,0.0660778658976208,"Manhattan"
3,4559,1,2018,"FLATLANDS HOLDINGS LL","530 COZINE AVENUE",332050,"4",7309000,34911.737,0.0454302914215351,"Brooklyn"
4,6739,16,2018,"VEGAS REALTY CORP.","161-03 HORACE HARDING",112350,"4",2483000,11812.479,0.0452476842529199,"Queens"
3,4494,1,2018,"LINDEN BOULEVARD THEA","LINDEN BOULEVARD",50750,"4",3335000,5335.855,0.0152173913043478,"Brooklyn"
1,1140,1001,2018,"155 WEST 68TH STREET","155 WEST 68 STREET",367650,"4",44817000,38654.721,0.00820336033201687,"Manhattan"
1,1289,52,2018,"MFA 527 MADISON LLC","527 MADISON AVENUE",4733550,"4",132519000,497685.447,0.0357197835782039,"Manhattan"
1,1067,33,2018,"400 WEST 58TH STREET","400 WEST 58 STREET",343700,"2",8866000,43347.444,0.0387660726370404,"Manhattan"
3,8185,22,2018,"DAMIANO CORP. OF CANA","1467 ROCKAWAY PARKWAY",63050,"4",1049000,6629.077,0.0601048617731173,"Brooklyn"
1,173,1107,2018,"93 WORTH CONDOMINIUM","93 WORTH STREET",5857,"2",185949,738.68484,0.0314978838283615,"Manhattan"
4,2734,1,2018,"JOHN BUONAGURO AND LO","60-06 60 DRIVE",112670,"2",3273000,14209.9404,0.0344240757714635,"Queens"
1,406,1201,2018,"BOARD OF MANAGERS OF","536 EAST 13 STREET",85258,"2",757854,10752.73896,0.112499241278663,"Manhattan"
1,1390,1150,2018,"971 MADISON LLC","971 MADISON AVENUE",100887,"4",2713083,10607.25918,0.0371853717707862,"Manhattan"
4,9760,1001,2018,"161-21 JAMAICA HOLDIN","161-21 JAMAICA AVENUE",178600,"4",7808000,18778.004,0.0228739754098361,"Queens"
3,6721,88,2018,"1576 MIDWOOD REALTY,","1576 OCEAN AVENUE",112550,"2",3139000,14194.806,0.0358553679515769,"Brooklyn"
1,779,43,2018,"CORNER REALTY 30/7, I","356 7 AVENUE",0,"4",2722000,0,0,"Manhattan"
3,2217,58,2018,"ZJK REALTY II CORP","99 RUTLEDGE STREET",17400,"4",272000,1829.436,0.0639705882352941,"Brooklyn"
1,825,56,2018,"JLJ, LLC","14 WEST 24 STREET",635200,"4",8656000,66784.928,0.0733826247689464,"Manhattan"
4,1192,1,2018,"CIAMPA TOWER SQUARE L","51-00 NORTHERN BOULEV",0,"4",12310000,0,0,"Queens"
1,998,1005,2018,"SPUSV5 1540 BROADWAY,","1538 BROADWAY",13084800,"4",366666666,1375735.872,0.0356858182467015,"Manhattan"
4,3573,18,2018,"WLP 57-38 MYRTLE AVEN","57-38 MYRTLE AVENUE",50150,"4",767000,5272.771,0.0653846153846154,"Queens"
1,35,1,2018,"RXR 32 OLD SLIP OWNER","77 FRONT STREET",16173700,"4",270444444,1700502.818,0.0598041496463503,"Manhattan"
3,7889,68,2018,"2182 FLATBUSH LLC","2182 FLATBUSH AVENUE",335300,"4",1634000,35253.442,0.205201958384333,"Brooklyn"
4,4943,4,2018,"32-15 COLLEGE POINT M","32-15 COLLEGE POINT B",48150,"4",1807000,5062.491,0.0266463752075263,"Queens"
